"sn","chinese","ph","ty","hy","g2","wg","last_name_weight","first_name_weight"
19095,"\351\261\205","\343\204\251\343\204\245","yong","yong","yung","yung",0,0
19096,"\351\226\252","\343\204\222\343\204\247","si","xi","shi","hsi",0,0
19097,"\351\262\211","\343\204\247\343\204\241\313\212","you","you","you","yu",0,0
19098,"\351\231\246","\343\204\211\343\204\240\313\207","dao","dao","dau","tao",0,0
19099,"\351\227\274","\343\204\212\343\204\232\313\213","ta","ta","ta","ta",0,0
19100,"\345\250\250","\343\204\207\343\204\242\313\207","man","man","man","man",0,0
19101,"\345\231\241","\343\204\223\343\204\242","jhan","zhan","jan","chan",0,0
19102,"\346\201\217","\343\204\217\343\204\240\313\213","hao","hao","hau","hao",0,0
19103,"\347\272\222","\343\204\224\343\204\242\313\212","chan","chan","chan","chan",0,0
19104,"\351\232\275","\343\204\220\343\204\251\343\204\242\313\213","jyuan","juan","jiuan","chuan",0,0
19105,"\351\232\275","\343\204\220\343\204\251\343\204\243\313\213","jyun","jun","jiun","chun",0,0
19106,"\347\225\265","\343\204\217\343\204\250\343\204\232\313\213","hua","hua","hua","hua",0,0
19107,"\345\245\213","\343\204\210\343\204\243\313\213","fen","fen","fen","fen",0,0
19108,"\350\230\253","\343\204\214\343\204\242\313\212","lan","lan","lan","lan",0,0
19109,"\346\255\272","\343\204\211\343\204\236\313\207","dai","dai","dai","tai",0,0
19110,"\350\250\270","\343\204\217\343\204\234\313\212","he","he","he","he",0,0
19111,"\351\253\252","\343\204\210\343\204\232\313\213","fa","fa","fa","fa",0,0
19112,"\345\243\203","\343\204\220\343\204\247\343\204\244","jiang","jiang","jiang","chiang",0,0
19113,"\347\265\210","\343\204\207\343\204\233\313\213","mo","mo","mo","mo",0,0
19114,"\350\223\270","\343\204\230\343\204\240\313\212","cao","cao","tsau","tsao",0,0
19115,"\347\273\253","\343\204\214\343\204\247\343\204\245\313\212","ling","ling","ling","ling",0,0
19116,"\350\221\217","\343\204\220\343\204\247\343\204\245","jing","jing","jing","ching",0,0
19117,"\346\232\203","\343\204\210\343\204\237","fei","fei","fei","fei",0,0
19118,"\350\214\237","\343\204\251\313\213","yu","yu","yu","yu",0,0
19119,"\346\214\212","\343\204\213\343\204\250\343\204\245\313\213","nong","nong","nung","nung",0,0
19120,"\345\234\225","\343\204\212\343\204\250\343\204\242","tuan","tuan","tuan","tuan",0,0
19121,"\345\270\205","\343\204\225\343\204\250\343\204\236\313\213","shuai","shuai","shuai","shuai",0,0
19122,"\350\214\230","\343\204\214\343\204\247\313\213","li","li","li","li",0,0
19123,"\351\225\271","\343\204\220\343\204\247\343\204\241\313\207","jiou","jiu","jiou","chiu",0,0
19124,"\345\274\254","\343\204\247","yi","yi","yi","yi",0,0
19125,"\346\225\276","\343\204\225\343\204\242\313\213","shan","shan","shan","shan",0,0
19126,"\346\250\255","\343\204\220\343\204\247","ji","ji","ji","chi",0,0
19127,"\346\242\273","\343\204\210\343\204\233\313\212","fo","fo","fo","fo",0,0
19128,"\347\230\267","\343\204\231\343\204\234\313\213","se","se","se","se",0,0
19129,"\346\235\203","\343\204\221\343\204\251\343\204\242\313\212","cyuan","quan","chiuan","chuan",0,0
19130,"\345\277\204","\343\204\222\343\204\247\343\204\243","sin","xin","shin","hsin",0,0
19131,"\351\272\272","\343\204\207\343\204\247\343\204\242\313\213","mian","mian","mian","mien",0,0
19132,"\347\241\225","\343\204\225\313\212","shih","shi","shr","shih",0,0
19133,"\347\241\225","\343\204\225\343\204\250\343\204\233\313\213","shuo","shuo","shuo","shuo",0,0
19134,"\347\200\275","\343\204\220\343\204\247\343\204\242\313\207","jian","jian","jian","chien",0,0
19135,"\346\260\275","\343\204\212\343\204\250\343\204\243\313\207","tun","tun","tuen","tun",0,0
19136,"\351\222\265","\343\204\205\343\204\233","bo","bo","bo","po",0,0
19137,"\345\274\257","\343\204\250\343\204\242","wan","wan","wan","wan",0,0
19138,"\350\270\267","\343\204\223\343\204\234\313\207","jhe","zhe","je","che",0,0
19139,"\347\224\201","\343\204\206\343\204\247\343\204\245\313\212","ping","ping","ping","ping",0,0
19140,"\346\250\213","\343\204\212\343\204\250\343\204\245","tong","tong","tung","tung",0,0
19141,"\351\210\242","\343\204\222\343\204\247\313\207","si","xi","shi","hsi",0,0
19142,"\351\254\264","\343\204\210\343\204\250\313\207","fu","fu","fu","fu",0,0
19143,"\350\234\266","\343\204\231\343\204\250\343\204\233\313\213","suo","suo","suo","so",0,0
19144,"\347\216\221","\343\204\220\343\204\247","ji","ji","ji","chi",0,0
19145,"\350\221\223","\343\204\217\343\204\250\343\204\245\313\212","hong","hong","hung","hung",0,0
19146,"\345\260\262","\343\204\215\343\204\242","gan","gan","gan","kan",0,0
19147,"\350\274\217","\343\204\247\343\204\241\313\212","you","you","you","yu",0,0
19148,"\345\202\201","\343\204\231\343\204\241\313\207","sou","sou","sou","sou",0,0
19149,"\344\271\225","\343\204\217\343\204\250\313\207","hu","hu","hu","hu",0,0
19150,"\351\242\236","\343\204\213\343\204\247\343\204\235\313\213","nie","nie","nie","nieh",0,0
19151,"\347\262\231","\343\204\223\343\204\241\313\213","jhou","zhou","jou","chou",0,0
19152,"\345\255\201","\343\204\214\343\204\247\343\204\245\313\212","ling","ling","ling","ling",0,0
19153,"\346\224\250","\343\204\250\343\204\232","wa","wa","wa","wa",0,0
19154,"\345\201\202","\343\204\221\343\204\247\343\204\242\313\212","cian","qian","chian","chien",0,0
19155,"\351\270\273","\343\204\217\343\204\245\313\212","heng","heng","heng","heng",0,0
19156,"\351\214\272","\343\204\210\343\204\244","fang","fang","fang","fang",0,0
19157,"\350\275\261","\343\204\215\343\204\250","gu","gu","gu","ku",0,0
19158,"\345\221\234","\343\204\250","wu","wu","wu","wu",0,0
19159,"\350\201\237","\343\204\222\343\204\251\313\213","syu","xu","shiu","hsu",0,0
19160,"\350\233\247","\343\204\250\343\204\244\313\207","wang","wang","wang","wang",0,0
19161,"\351\257\251","\343\204\214\343\204\250\343\204\243\313\212","lun","lun","luen","lun",0,0
19162,"\351\213\264","\343\204\223\343\204\243\313\213","jhen","zhen","jen","chen",0,0
19163,"\351\232\253","\343\204\210\343\204\243\313\212","fen","fen","fen","fen",0,0
19164,"\347\251\205","\343\204\216\343\204\244","kang","kang","kang","kang",0,0
19165,"\347\233\230","\343\204\206\343\204\242\313\212","pan","pan","pan","pan",0,0
19166,"\345\231\274","\343\204\206\343\204\247","pi","pi","pi","pi",0,0
19167,"\351\246\223","\343\204\231\343\204\242\313\207","san","san","san","san",0,0
19168,"\347\257\266","\343\204\247\343\204\242","yan","yan","yan","yen",0,0
19169,"\347\221\214","\343\204\226\343\204\250\343\204\242\313\207","ruan","ruan","ruan","juan",0,0
19170,"\345\233\226","\343\204\214\343\204\250\343\204\233","luo","luo","luo","lo",0,0
19171,"\345\233\226","\343\204\214\343\204\250\343\204\233\313\212","luo","luo","luo","lo",0,0
19172,"\346\233\203","\343\204\211\343\204\236\313\213","dai","dai","dai","tai",0,0
19173,"\347\205\217","\343\204\205\343\204\247\313\213","bi","bi","bi","pi",0,0
19174,"\346\241\243","\343\204\211\343\204\244\313\213","dang","dang","dang","tang",0,0
19175,"\351\270\214","\343\204\217\343\204\250\313\213","hu","hu","hu","hu",0,0
19176,"\345\247\257","\343\204\215\343\204\250\343\204\244","guang","guang","guang","kuang",0,0
19177,"\350\256\264","\343\204\241","ou","ou","ou","ou",0,0
19178,"\345\210\233","\343\204\224\343\204\250\343\204\244","chuang","chuang","chuang","chuang",0,0
19179,"\345\210\233","\343\204\224\343\204\250\343\204\244\313\213","chuang","chuang","chuang","chuang",0,0
19180,"\351\200\216","\343\204\221\343\204\247\343\204\241\313\212","aiou","qiu","chiou","chiu",0,0
19181,"\350\221\252","\343\204\220\343\204\247\313\213","ji","ji","ji","chi",0,0
19182,"\351\207\262","\343\204\231\313\213","sih","si","sz","ssu",0,0
19183,"\347\252\221","\343\204\247\343\204\240\313\212","yao","yao","yau","yao",0,0
19184,"\351\223\211","\343\204\222\343\204\251\343\204\242\313\213","syuan","xuan","shiuan","hsuan",0,0
19185,"\350\201\241","\343\204\230\343\204\250\343\204\245","cong","cong","tsung","tsung",0,0
19186,"\347\252\234","\343\204\230\343\204\250\343\204\242\313\213","cuan","cuan","tsuan","tsuan",0,0
19187,"\346\246\217","\343\204\247\313\213","yi","yi","yi","yi",0,0
19188,"\345\215\275","\343\204\220\343\204\247\313\212","ji","ji","ji","chi",0,0
19189,"\351\261\274","\343\204\251\313\212","yu","yu","yu","yu",0,0
19190,"\345\220\264","\343\204\250\313\212","wu","wu","wu","wu",0,0
19191,"\351\234\232","\343\204\250\313\213","wu","wu","wu","wu",0,0
19192,"\347\241\221","\343\204\206\343\204\245","peng","peng","peng","peng",0,0
19193,"\347\241\221","\343\204\206\343\204\247\343\204\245\313\212","ping","ping","ping","ping",0,0
19194,"\351\271\207","\343\204\222\343\204\247\343\204\242\313\212","sian","xian","shian","hsien",0,0
19195,"\350\247\227","\343\204\223\313\213","jhih","zhi","jr","chih",0,0
19196,"\345\252\243","\343\204\226\343\204\242\313\207","ran","ran","ran","jan",0,0
19197,"\350\203\237","\343\204\207\343\204\250\313\207","mu","mu","mu","mu",0,0
19198,"\347\224\243","\343\204\224\343\204\242\313\207","chan","chan","chan","chan",0,0
19199,"\350\265\240","\343\204\227\343\204\245\313\213","zeng","zeng","tzeng","tseng",0,0
19200,"\345\267\216","\343\204\213\343\204\240\313\212","nao","nao","nau","nao",0,0
19201,"\346\240\216","\343\204\214\343\204\247\313\213","li","li","li","li",0,0
19202,"\346\240\216","\343\204\251\343\204\235\313\213","yue","yue","yue","yueh",0,0
19203,"\345\243\245","\343\204\224\343\204\242\313\212","chan","chan","chan","chan",0,0
19204,"\347\251\231","\343\204\206\343\204\250\313\212","pu","pu","pu","pu",0,0
19205,"\351\272\225","\343\204\220\343\204\251\343\204\243","jyun","jun","jiun","chun",0,0
19206,"\345\274\277","\343\204\220\343\204\247\343\204\242\313\207","jian","jian","jian","chien",0,0
19207,"\351\224\241","\343\204\222\343\204\247","si","xi","shi","hsi",0,0
19208,"\351\266\216","\343\204\227\343\204\250\343\204\243","zun","zun","tzuen","tsun",0,0
19209,"\351\244\217","\343\204\222\343\204\247","si","xi","shi","hsi",0,0
19210,"\347\266\220","\343\204\211\343\204\250\343\204\237\313\213","duei","dui","duei","tui",0,0
19211,"\345\257\255","\343\204\217\343\204\250\343\204\237\313\213","huei","hui","huei","hui",0,0
19212,"\351\206\244","\343\204\220\343\204\247\343\204\244\313\213","jiang","jiang","jiang","chiang",0,0
19213,"\351\202\253","\343\204\205\343\204\244","bang","bang","bang","pang",0,0
19214,"\351\271\246","\343\204\247\343\204\245","ying","ying","ying","ying",0,0
19215,"\347\216\220","\343\204\205\343\204\232","ba","ba","ba","pa",0,0
19216,"\347\200\223","\343\204\211\343\204\245\313\213","deng","deng","deng","teng",0,0
19217,"\347\200\223","\343\204\224\343\204\245\313\212","cheng","cheng","cheng","cheng",0,0
19218,"\345\255\236","\343\204\222\343\204\247\343\204\243\313\213","sin","xin","shin","hsin",0,0
19219,"\350\233\217","\343\204\224\343\204\245","cheng","cheng","cheng","cheng",0,0
19220,"\350\201\213","\343\204\214\343\204\250\343\204\245\313\212","long","long","lung","lung",0,0
19221,"\347\261\236","\343\204\251\313\213","yu","yu","yu","yu",0,0
19222,"\347\206\223","\343\204\250\313\207","wu","wu","wu","wu",0,0
19223,"\351\254\217","\343\204\220\343\204\247\343\204\241","jiou","jiu","jiou","chiu",0,0
19224,"\351\270\252","\343\204\215\343\204\250","gu","gu","gu","ku",0,0
19225,"\350\272\200","\343\204\215\343\204\250\343\204\242\313\213","guan","guan","guan","kuan",0,0
19226,"\344\272\211","\343\204\223\343\204\245","jheng","zheng","jeng","cheng",0,0
19227,"\347\216\234","\343\204\217\343\204\250\343\204\245\313\212","hong","hong","hung","hung",0,0
19228,"\350\222\214","\343\204\214\343\204\241\313\212","lou","lou","lou","lou",0,0
19229,"\351\254\224","\343\204\206\343\204\245\313\212","peng","peng","peng","peng",0,0
19230,"\346\204\207","\343\204\250\343\204\237\313\207","wei","wei","wei","wei",0,0
19231,"\347\274\224","\343\204\211\343\204\247\313\213","di","di","di","ti",0,0
19232,"\350\261\276","\343\204\206\343\204\247","pi","pi","pi","pi",0,0
19233,"\347\266\253","\343\204\222\343\204\247\343\204\242\313\213","sian","xian","shian","hsien",0,0
19234,"\350\224\272","\343\204\214\343\204\247\343\204\243\313\213","lin","lin","lin","lin",0,0
19235,"\346\240\260","\343\204\210\343\204\232\313\212","fa","fa","fa","fa",0,0
19236,"\347\245\230","\343\204\231\343\204\250\343\204\242\313\213","suan","suan","suan","suan",0,0
19237,"\346\222\204","\343\204\247\343\204\245","ying","ying","ying","ying",0,0
19238,"\345\243\256","\343\204\223\343\204\250\343\204\244\313\213","jhuang","zhuang","juang","chuang",0,0
19239,"\350\257\274","\343\204\223\343\204\250\343\204\233\313\212","jhuo","zhuo","juo","cho",0,0
19240,"\345\256\241","\343\204\225\343\204\243\313\207","shen","shen","shen","shen",0,0
19241,"\351\225\245","\343\204\214\343\204\250\313\207","lu","lu","lu","lu",0,0
19242,"\345\224\250","\343\204\227\343\204\250\313\207","zu","zu","tzu","tsu",0,0
19243,"\351\226\207","\343\204\205\343\204\247\313\213","bi","bi","bi","pi",0,0
19244,"\344\276\254","\343\204\213\343\204\250\343\204\245\313\212","nong","nong","nung","nung",0,0
19245,"\351\224\254","\343\204\212\343\204\242\313\212","tan","tan","tan","tan",0,0
19246,"\345\266\230","\343\204\223\343\204\242\313\213","jhan","zhan","jan","chan",0,0
19247,"\350\253\275","\343\204\215\343\204\234\313\212","ge","ge","ge","ke",0,0
19248,"\347\274\230","\343\204\251\343\204\242\313\212","yuan","yuan","yuan","yuan",0,0
19249,"\345\212\250","\343\204\211\343\204\250\343\204\245\313\213","dong","dong","dung","tung",0,0
19250,"\350\264\257","\343\204\215\343\204\250\343\204\242\313\213","guan","guan","guan","kuan",0,0
19251,"\351\255\200","\343\204\215\343\204\232\313\213","ga","ga","ga","ka",0,0
19252,"\346\233\201","\343\204\220\343\204\247\313\213","ji","ji","ji","chi",0,0
19253,"\351\255\242","\343\204\220\343\204\247\313\207","ji","ji","ji","chi",0,0
19254,"\351\263\220","\343\204\247\343\204\240\313\212","yao","yao","yau","yao",0,0
19255,"\347\254\234","\343\204\223\343\204\250\313\212","jhu","zhu","ju","chu",0,0
19256,"\350\216\270","\343\204\247\343\204\241\313\212","you","you","you","yu",0,0
19257,"\345\265\224","\343\204\250\343\204\237","wei","wei","wei","wei",0,0
19258,"\345\265\224","\343\204\250\343\204\237\313\207","wei","wei","wei","wei",0,0
19259,"\347\276\243","\343\204\221\343\204\251\343\204\243\313\212","cyun","qun","chiun","chun",0,0
19260,"\351\206\214","\343\204\216\343\204\250\343\204\243","kun","kun","kuen","kun",0,0
19261,"\347\244\240","\343\204\230\313\212","cih","ci","tsz","tzu",0,0
19262,"\345\234\235","\343\204\214\343\204\250\343\204\242\313\212","luan","luan","luan","luan",0,0
19263,"\346\244\201","\343\204\215\343\204\250\343\204\233\313\207","guo","guo","guo","kuo",0,0
19264,"\346\252\213","\343\204\220\343\204\251","jyu","ju","jiu","chu",0,0
19265,"\350\235\262","\343\204\214\343\204\232\313\213","la","la","la","la",0,0
19266,"\351\225\221","\343\204\205\343\204\244\313\213","bang","bang","bang","pang",0,0
19267,"\350\212\246","\343\204\214\343\204\250\313\212","lu","lu","lu","lu",0,0
19268,"\345\227\270","\343\204\240\313\212","ao","ao","au","ao",0,0
19269,"\346\210\234","\343\204\211\343\204\247\343\204\235\313\212","die","die","die","tieh",0,0
19270,"\347\217\242","\343\204\216\343\204\243\313\213","ken","ken","ken","ken",0,0
19271,"\347\217\242","\343\204\247\343\204\243\313\212","yin","yin","yin","yin",0,0
19272,"\351\271\201","\343\204\205\343\204\233\313\212","bo","bo","bo","po",0,0
19273,"\347\215\261","\343\204\205\343\204\247\343\204\242","bian","bian","bian","pien",0,0
19274,"\347\215\261","\343\204\206\343\204\247\343\204\242\313\213","pian","pian","pian","pien",0,0
19275,"\345\215\206","\343\204\227\343\204\250\313\212","zu","zu","tzu","tsu",0,0
19276,"\347\247\204","\343\204\227\313\207","zih","zi","tz","tzu",0,0
19277,"\347\247\204","\343\204\227\313\213","zih","zi","tz","tzu",0,0
19278,"\351\273\270","\343\204\214\343\204\250\313\212","lu","lu","lu","lu",0,0
19279,"\346\240\225","\343\204\224\343\204\243\313\212","chen","chen","chen","chen",0,0
19280,"\350\264\253","\343\204\206\343\204\247\343\204\243\313\212","pin","pin","pin","pin",0,0
19281,"\350\274\241","\343\204\216\343\204\242\313\207","kan","kan","kan","kan",0,0
19282,"\346\241\241","\343\204\213\343\204\240\313\212","nao","nao","nau","nao",0,0
19283,"\346\241\241","\343\204\226\343\204\240\313\212","rao","rao","rau","jao",0,0
19284,"\351\211\207","\343\204\225","shih","shi","shr","shih",0,0
19285,"\351\250\263","\343\204\211\343\204\250\313\212","du","du","du","tu",0,0
19286,"\347\252\203","\343\204\221\343\204\247\343\204\235\313\213","cie","qie","chie","chieh",0,0
19287,"\347\263\271","\343\204\231","sih","si","sz","ssu",0,0
19288,"\350\216\271","\343\204\247\343\204\245\313\212","ying","ying","ying","ying",0,0
19289,"\346\225\233","\343\204\214\343\204\247\343\204\242\313\207","lian","lian","lian","lien",0,0
19290,"\351\241\202","\343\204\214\343\204\236\313\213","lai","lai","lai","lai",0,0
19291,"\347\205\267","\343\204\217\343\204\250\343\204\233\313\207","huo","huo","huo","huo",0,0
19292,"\351\254\275","\343\204\207\343\204\237\313\213","mei","mei","mei","mei",0,0
19293,"\344\270\254","\343\204\206\343\204\242\313\212","pan","pan","pan","pan",0,0
19294,"\350\223\245","\343\204\247\343\204\245\313\212","ying","ying","ying","ying",0,0
19295,"\346\224\247","\343\204\211\343\204\247\343\204\242","dian","dian","dian","tien",0,0
19296,"\350\252\263","\343\204\220\343\204\251\343\204\235\313\213","jyue","jue","jiue","chueh",0,0
19297,"\350\252\263","\343\204\221\343\204\251","cyu","qu","chiu","chu",0,0
19298,"\347\240\236","\343\204\207\343\204\233\313\213","mo","mo","mo","mo",0,0
19299,"\351\222\211","\343\204\211\343\204\247\343\204\245","ding","ding","ding","ting",0,0
19300,"\351\222\211","\343\204\211\343\204\247\343\204\245\313\213","ding","ding","ding","ting",0,0
19301,"\346\222\264","\343\204\211\343\204\250\343\204\243","dun","dun","duen","tun",0,0
19302,"\350\250\205","\343\204\221\343\204\247\343\204\241\313\212","aiou","qiu","chiou","chiu",0,0
19303,"\345\207\273","\343\204\220\343\204\247","ji","ji","ji","chi",0,0
19304,"\345\267\243","\343\204\224\343\204\240\313\212","chao","chao","chau","chao",0,0
19305,"\347\207\252","\343\204\227\343\204\250\343\204\245\313\207","zong","zong","tzung","tsung",0,0
19306,"\346\251\260","\343\204\215\343\204\240","gao","gao","gau","kao",0,0
